City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
345,Uarini,-2.99,-65.1083,75.43,94,78,1.66,BR,broken clouds
346,Scornicesti,44.5667,24.55,51.96,85,74,4.45,RO,broken clouds
347,Caravelas,-17.7125,-39.2481,75.36,80,100,5.86,BR,overcast clouds
348,Iquitos,-3.7481,-73.2472,73.45,93,58,0.27,PE,broken clouds
349,Mehamn,71.0357,27.8492,35.53,97,100,22.82,NO,overcast clouds
350,Shingu,33.7333,135.9833,68.99,52,97,5.7,JP,overcast clouds
351,Pangnirtung,66.1451,-65.7125,16.65,66,96,8.75,CA,overcast clouds
352,Petropavlovsk-Kamchatskiy,53.0452,158.6483,37.99,48,20,4.47,RU,few clouds
353,Nowy Dwor Gdanski,54.2131,19.1177,49.14,79,100,16.93,PL,overcast clouds
354,Bonthe,7.5264,-12.505,79.34,81,8,4.14,SL,clear sky
355,Matara,5.9485,80.5353,82.56,75,48,10.02,LK,scattered clouds
356,Zhigansk,66.7697,123.3711,6.55,94,100,22.66,RU,light snow
357,Sobolevo,54.4299,31.8996,43.27,83,100,13.58,RU,overcast clouds
358,Zelenoborskiy,66.845,32.3622,35.58,99,100,6.49,RU,overcast clouds
359,Mildura,-34.2,142.15,71.56,73,90,9.22,AU,overcast clouds
360,Xinzhou,38.4092,112.7333,53.08,69,100,0.78,CN,moderate rain
361,Zhangye,38.9342,100.4517,18.0,71,100,9.93,CN,light snow
362,Suez,29.9737,32.5263,66.79,89,0,10.56,EG,clear sky
363,Diffa,13.3154,12.6113,78.75,16,84,8.72,NE,broken clouds
364,Nemuro,43.3236,145.575,48.63,60,75,3.53,JP,broken clouds
365,Sorong,-0.8833,131.25,83.64,74,52,1.63,ID,broken clouds
366,Dingli,35.8614,14.3822,69.82,94,0,6.91,MT,clear sky
367,Taoudenni,22.6783,-3.9836,74.25,27,0,9.28,ML,clear sky
368,Havoysund,70.9963,24.6622,32.88,94,100,21.0,NO,light snow
369,Redding,40.5865,-122.3917,53.65,92,100,3.0,US,overcast clouds
370,Sao Joao Da Barra,-21.6403,-41.0511,67.8,89,5,6.82,BR,clear sky
371,Filingue,14.3521,3.3168,83.28,18,39,7.63,NE,scattered clouds
372,Joshimath,30.5667,79.5667,57.96,21,27,1.19,IN,scattered clouds
373,Birjand,32.8663,59.2211,41.47,56,0,4.61,IR,clear sky
374,Sri Aman,1.2376,111.4621,87.85,70,20,1.14,MY,few clouds
375,Fare,-16.7,-151.0167,79.38,73,88,9.01,PF,light rain
376,Filadelfia,39.9523,-75.1638,43.95,67,20,1.01,US,few clouds
377,Ferrol,43.4832,-8.2369,51.67,85,93,4.59,ES,overcast clouds
378,El Dorado,38.7666,-120.5177,56.57,87,100,3.0,US,overcast clouds
379,Lazaro Cardenas,17.9583,-102.2,77.79,84,73,1.66,MX,broken clouds
380,Ouango,4.3133,22.5552,69.26,99,62,0.67,CF,broken clouds
381,Richards Bay,-28.783,32.0377,68.58,84,75,6.15,ZA,broken clouds
382,Beyneu,45.3167,55.2,31.71,62,0,11.05,KZ,clear sky
383,Pindiga,9.9833,10.9333,74.75,35,15,2.44,NG,few clouds
384,Pangkalanbuun,-2.6833,111.6167,89.92,61,97,1.7,ID,overcast clouds
385,Muisne,0.6,-80.0333,75.4,86,100,10.29,EC,overcast clouds
386,Sompeta,18.9333,84.6,77.38,76,92,6.71,IN,overcast clouds
387,Lasa,46.6166,10.7002,34.02,65,22,4.76,IT,few clouds
388,Vila Franca Do Campo,37.7167,-25.4333,70.2,82,100,17.76,PT,overcast clouds
389,Biak,-0.9131,122.8766,82.09,74,81,0.67,ID,light rain
390,Fonte Boa,-2.4959,-66.2662,72.64,98,31,2.64,BR,scattered clouds
391,Eyl,7.9803,49.8164,74.03,79,5,5.57,SO,clear sky
392,Te Anau,-45.4167,167.7167,69.37,50,82,3.02,NZ,broken clouds
393,Sangmelima,2.9333,11.9833,67.1,99,80,1.52,CM,light rain
394,Henties Bay,-22.116,14.2845,57.49,93,33,1.23,NA,scattered clouds
395,Tessaoua,13.7574,7.9874,79.32,16,99,8.79,NE,overcast clouds
396,Hervey Bay,-25.2986,152.8535,78.91,66,23,8.99,AU,few clouds
397,Navalmoral De La Mata,39.8916,-5.5406,41.77,73,0,3.2,ES,clear sky
398,Asfi,32.2994,-9.2372,57.9,64,0,17.36,MA,clear sky
399,Burns Lake,54.2331,-125.7533,29.62,88,100,3.8,CA,overcast clouds
400,Emba,48.8264,58.1442,24.28,24,16,2.75,KZ,few clouds
401,Raha,26.2333,92.5167,71.91,82,22,3.69,IN,few clouds
402,Rocha,-34.4833,-54.3333,57.88,79,100,12.68,UY,overcast clouds
403,Kieta,-6.2167,155.6333,85.46,54,36,5.21,PG,scattered clouds
404,Forestville,38.8451,-76.875,43.66,79,1,0.0,US,clear sky
405,Soyo,-6.1349,12.3689,77.67,85,100,7.09,AO,overcast clouds
406,Antalaha,-14.9003,50.2788,76.41,70,23,6.6,MG,few clouds
407,Hala,25.8131,68.4227,66.18,21,71,6.44,PK,broken clouds
408,Ossora,59.2353,163.0719,25.72,88,95,3.83,RU,overcast clouds
409,Ardatov,55.2421,43.097,50.23,92,100,18.16,RU,overcast clouds
410,Gua Musang,4.8823,101.9644,88.12,67,98,1.23,MY,overcast clouds
411,Margate,51.3813,1.3862,49.71,80,100,1.99,GB,overcast clouds
412,Minsk Mazowiecki,52.1794,21.5725,47.5,88,77,14.03,PL,broken clouds
413,Tamiahua,21.2667,-97.45,69.46,82,54,6.98,MX,broken clouds
414,Huaibei,33.9744,116.7917,66.0,77,99,9.17,CN,overcast clouds
415,Colac,-38.3333,143.5833,65.08,97,100,5.17,AU,overcast clouds
416,Asau,46.4333,26.4,51.28,93,83,2.3,RO,broken clouds
417,Avera,33.194,-82.5271,48.88,51,100,12.8,US,overcast clouds
418,Mecca,21.4267,39.8261,77.27,54,3,1.72,SA,clear sky
419,Vidisha,23.5333,77.8167,67.33,39,50,2.26,IN,scattered clouds
420,Whitianga,-36.8333,175.7,64.87,76,39,5.55,NZ,scattered clouds
421,Severo-Yeniseyskiy,60.3725,93.0408,21.2,88,100,13.56,RU,overcast clouds
422,Praia,14.9215,-23.5087,75.74,83,20,13.8,CV,few clouds
423,Las Vegas,36.175,-115.1372,72.34,31,1,5.75,US,clear sky
424,Juneau,58.3019,-134.4197,42.22,95,90,5.75,US,overcast clouds
425,Krasnozerskoye,53.9828,79.2374,23.58,94,100,13.65,RU,light snow
426,Corpus Christi,27.8006,-97.3964,62.96,72,20,0.0,US,few clouds
427,Catamarca,-28.4696,-65.7852,57.78,59,92,1.01,AR,overcast clouds
428,Inirida,3.8653,-67.9239,73.13,97,86,2.8,CO,overcast clouds
429,Lompoc,34.6391,-120.4579,62.78,88,20,3.44,US,few clouds
430,Bonfim,3.0833,-59.95,79.92,67,32,8.86,BR,scattered clouds
431,San Pedro De Lloc,-7.4328,-79.5058,63.79,86,45,10.56,PE,scattered clouds
432,Gat,31.61,34.7642,71.4,60,0,4.21,IL,clear sky
433,Smithers,54.7804,-127.1743,32.32,100,40,6.91,CA,scattered clouds
434,San Ignacio,17.1561,-89.0714,73.54,94,90,3.44,BZ,overcast clouds
435,Grand Forks,47.9417,-97.4337,53.53,72,90,12.66,US,overcast clouds
436,Limbang,4.75,115.0,86.11,61,71,2.8,MY,broken clouds
437,Hualmay,-11.0964,-77.6139,64.08,87,84,8.05,PE,broken clouds
438,Chardara,41.2547,67.9692,34.54,36,0,6.33,KZ,clear sky
439,Nouadhibou,20.931,-17.0347,69.78,68,0,17.27,MR,clear sky
440,Camabatela,-8.1881,15.375,63.34,99,97,1.1,AO,light rain
441,Castlemaine,-37.0667,144.2167,62.69,91,100,3.65,AU,light rain
442,Chulman,56.8479,124.9104,3.81,83,99,3.22,RU,overcast clouds
443,Tshela,-4.9833,12.9333,73.47,98,100,0.76,CD,moderate rain
444,Coihaique,-45.5752,-72.0662,40.95,93,0,2.3,CL,clear sky
445,Sur,22.5667,59.5289,78.64,47,0,6.6,OM,clear sky
446,Walvis Bay,-22.9575,14.5053,57.96,89,31,3.62,NA,scattered clouds
447,Krasnoselkup,65.7,82.4667,6.08,100,97,7.05,RU,overcast clouds
448,Pemba,-12.974,40.5178,75.9,100,75,3.44,MZ,broken clouds
449,Iqaluit,63.7506,-68.5145,11.93,78,20,2.3,CA,few clouds
450,Bubaque,11.2833,-15.8333,83.21,76,7,10.02,GW,light rain
451,Sitka,57.0531,-135.33,46.29,66,40,9.22,US,light rain
452,Doha,25.2867,51.5333,76.98,73,0,3.44,QA,clear sky
453,Pevek,69.7008,170.3133,-9.99,93,5,6.58,RU,clear sky
454,Paamiut,61.994,-49.6678,27.1,93,96,16.17,GL,light snow
455,Ostrovnoy,68.0531,39.5131,35.06,98,100,2.75,RU,light rain
456,Moose Factory,51.2585,-80.6094,44.6,70,90,13.8,CA,overcast clouds
457,Penzance,50.1186,-5.5371,52.77,77,100,16.6,GB,overcast clouds
458,Wewak,-3.5534,143.6268,84.7,69,70,8.03,PG,broken clouds
459,Ambilobe,-13.2,49.05,77.58,67,57,4.21,MG,broken clouds
460,Kavieng,-2.5744,150.7967,84.54,72,87,13.0,PG,light rain
461,Kochki,54.3358,80.4806,23.09,95,100,15.75,RU,light snow
462,Otane,-39.8833,176.6333,61.02,99,100,4.74,NZ,moderate rain
463,Esmeraldas,-19.7625,-44.3139,72.46,86,65,3.49,BR,broken clouds
464,Keelung,25.1283,121.7419,84.09,76,80,11.32,TW,broken clouds
465,Komsomolskiy,40.4272,71.7189,34.52,60,75,2.3,UZ,haze
466,Laje,-10.1833,-40.9667,73.36,78,100,2.04,BR,overcast clouds
467,Madarounfa,13.3087,7.156,77.43,17,66,8.99,NE,broken clouds
468,Waipawa,-41.4122,175.5153,57.04,99,100,6.62,NZ,overcast clouds
469,Weligama,5.9667,80.4167,84.13,72,47,11.61,LK,light rain
470,Cukai,4.25,103.4167,87.75,65,87,3.27,MY,overcast clouds
471,Taitung,22.7583,121.1444,86.27,74,20,8.05,TW,few clouds
472,La Orilla,17.9833,-102.2333,76.78,86,83,1.68,MX,broken clouds
473,San Angelo,31.4638,-100.437,53.55,80,1,1.01,US,clear sky
474,Coronado,32.6859,-117.1831,69.48,90,90,6.91,US,haze
475,Sete,43.4018,3.6966,45.9,70,0,11.23,FR,clear sky
476,Zapolyarnyy,69.4154,30.8136,29.48,98,100,3.83,RU,overcast clouds
477,Klaksvik,62.2266,-6.589,41.92,80,100,16.58,FO,overcast clouds
478,Sagua La Grande,22.8067,-80.0756,76.19,90,96,6.13,CU,overcast clouds
479,Korla,41.7597,86.1469,25.7,40,0,7.47,CN,clear sky
480,Kamakwie,9.5,-12.2333,73.06,96,3,0.6,SL,clear sky
481,Kedrovyy,56.1667,91.8167,25.21,91,100,14.54,RU,light snow
482,Hokitika,-42.7167,170.9667,62.11,61,4,7.52,NZ,clear sky
483,Balykshi,47.0667,51.8667,26.6,54,0,13.42,KZ,clear sky
484,Svetlyy,54.675,20.1347,47.97,82,100,21.9,RU,overcast clouds
485,Uzyn,49.8262,30.4149,47.57,78,100,7.96,UA,overcast clouds
486,Khandyga,62.6667,135.6,7.54,87,100,5.99,RU,overcast clouds
487,Flinders,-34.5833,150.8552,82.8,76,46,14.79,AU,scattered clouds
488,Belyy Yar,53.6039,91.3903,30.09,64,0,11.18,RU,clear sky
489,Lunenburg,44.3835,-64.3155,37.45,78,6,12.66,CA,clear sky
490,Aguimes,27.9054,-15.4461,66.0,61,75,18.41,ES,broken clouds
491,Maceio,-9.6658,-35.7353,80.04,94,0,5.75,BR,clear sky
492,Wenling,28.3669,121.36,77.92,77,15,7.67,CN,few clouds
493,Longyearbyen,78.2186,15.6401,17.44,62,20,10.36,SJ,few clouds
494,Qianan,44.9932,124.0581,31.48,23,100,16.64,CN,overcast clouds
495,Esso,55.9333,158.7,19.53,93,21,2.33,RU,few clouds
496,Omboue,-1.5746,9.2618,75.9,89,100,6.91,GA,overcast clouds
497,Baracoa,20.3467,-74.4958,76.96,83,62,4.16,CU,broken clouds
498,Mizdah,31.4451,12.9801,69.6,24,74,3.11,LY,broken clouds
499,Kamennogorsk,60.9545,29.1339,40.51,89,100,8.41,RU,overcast clouds
500,Arnprior,45.4334,-76.3494,38.64,85,83,5.48,CA,broken clouds
501,Fairbanks,64.8378,-147.7164,24.76,86,90,0.0,US,overcast clouds
502,Cubara,7.0008,-72.1085,71.37,91,41,3.27,CO,scattered clouds
503,Aksu,41.1231,80.2644,31.87,35,63,4.79,CN,broken clouds
504,Fairview,40.8126,-73.999,48.2,61,1,3.44,US,clear sky
505,Minab,27.1467,57.0801,71.1,32,0,6.87,IR,clear sky
506,Nuevo Progreso,23.1667,-97.95,69.6,68,12,1.01,MX,few clouds
507,Manuk Mangkaw,4.8,119.85,84.13,69,57,4.05,PH,broken clouds
508,Panzhihua,26.5851,101.7128,68.92,45,80,0.54,CN,broken clouds
509,Grand-Santi,4.25,-54.3833,72.55,100,72,1.36,GF,broken clouds
510,Gornopravdinsk,60.05,69.9,33.62,98,100,8.55,RU,overcast clouds
511,Oriximina,-1.7656,-55.8661,76.03,85,58,4.07,BR,broken clouds
512,Cabedelo,-6.9811,-34.8339,79.47,76,60,10.6,BR,broken clouds
513,Loandjili,-4.7561,11.8578,77.27,88,100,5.84,CG,light rain
514,Tezu,27.9167,96.1667,77.47,29,39,3.13,IN,scattered clouds
515,Pampa,35.5362,-100.9599,54.55,71,1,18.41,US,clear sky
516,Maniitsoq,65.4167,-52.9,23.59,56,97,10.6,GL,overcast clouds
517,Dubai,25.2582,55.3047,79.21,69,0,6.91,AE,clear sky
518,Medianeira,-25.2953,-54.0939,68.07,96,99,2.82,BR,overcast clouds
519,Tongzi,28.7829,105.0877,64.96,80,100,1.72,CN,overcast clouds
520,Natal,-5.795,-35.2094,80.82,83,20,6.91,BR,few clouds
521,Angoche,-16.2325,39.9086,76.95,82,64,3.78,MZ,broken clouds
522,Ballina,-28.8667,153.5667,75.38,68,90,10.36,AU,overcast clouds
523,West Wendover,40.7391,-114.0733,51.66,57,100,1.41,US,overcast clouds
524,Los Llanos De Aridane,28.6585,-17.9182,65.95,71,90,7.0,ES,overcast clouds
525,Havre-Saint-Pierre,50.2334,-63.5986,37.4,64,1,9.22,CA,clear sky
526,Awbari,26.5921,12.7805,69.17,25,0,10.76,LY,clear sky
527,Meulaboh,4.1363,96.1285,80.94,81,100,7.02,ID,overcast clouds
528,Huarmey,-10.0681,-78.1522,65.05,86,66,8.3,PE,broken clouds
529,Hami,42.8,93.45,21.65,73,22,5.77,CN,few clouds
530,Tres Arroyos,-38.3739,-60.2798,42.64,83,100,4.74,AR,overcast clouds
531,Kericho,-0.3677,35.2831,54.81,79,38,4.23,KE,scattered clouds
532,Umm Lajj,25.0213,37.2685,80.56,45,0,6.53,SA,clear sky
533,Pimampiro,0.4,-77.9667,60.17,92,100,2.24,EC,light rain
534,Dorado,18.4588,-66.2677,80.76,94,13,6.13,PR,few clouds
535,Beringovskiy,63.05,179.3167,1.31,84,7,4.23,RU,clear sky
536,Nsanje,-16.92,35.262,75.47,75,8,5.41,MW,clear sky
537,Aklavik,68.2191,-135.0107,20.23,96,100,5.99,CA,overcast clouds
538,Skibbereen,51.55,-9.2667,49.8,83,99,17.85,IE,overcast clouds
539,Wangaratta,-36.3667,146.3333,77.2,55,75,10.36,AU,moderate rain
540,Solntsevo,51.4185,36.7499,53.94,92,100,13.62,RU,overcast clouds
541,Vila Velha,-20.3297,-40.2925,73.35,84,75,4.0,BR,broken clouds
542,Port Hardy,50.6996,-127.4199,42.8,93,90,3.44,CA,light intensity shower rain
543,Gabu,12.2833,-14.2167,76.35,76,18,3.33,GW,few clouds
544,Wick,58.4333,-3.0833,48.65,87,75,4.61,GB,broken clouds
545,Constantine,36.365,6.6147,51.21,81,75,3.44,DZ,broken clouds
546,Fort Nelson,58.8053,-122.7002,31.59,100,90,4.61,CA,light snow
547,Spirovo,57.419,34.9766,44.42,87,100,11.7,RU,overcast clouds
548,Ukwa,21.9667,80.4667,76.95,43,22,0.54,IN,few clouds
549,Valparaiso,-33.0393,-71.6273,52.72,87,20,4.61,CL,few clouds
550,Bokhan,53.153,103.7714,18.86,57,95,4.47,RU,overcast clouds
551,Gombong,-7.6072,109.5142,85.84,63,29,2.84,ID,scattered clouds
552,Dali,25.7,100.1833,63.18,36,96,4.79,CN,overcast clouds
553,Egvekinot,66.3167,-179.1667,-8.88,83,0,6.44,RU,clear sky
554,Nishihara,26.1842,127.7558,71.65,97,90,11.5,JP,mist
555,Labuhan,-6.8844,112.2051,88.99,62,89,8.57,ID,overcast clouds
556,Kamthi,21.2333,79.2,77.34,48,25,5.39,IN,scattered clouds
557,Altamira,-3.2033,-52.2064,78.08,69,84,2.84,BR,broken clouds
558,La Rioja,42.25,-2.5,36.48,96,62,3.83,ES,broken clouds
559,Banjar,-8.19,114.9675,87.66,69,100,5.01,ID,overcast clouds
560,Novikovo,51.1537,37.8879,50.56,88,100,11.9,RU,overcast clouds
561,Maridi,4.9158,29.4742,66.51,82,66,2.98,SS,broken clouds
562,Salmas,38.1973,44.7653,47.39,80,12,2.55,IR,few clouds
563,Fukue,32.6881,128.8419,57.56,82,75,6.91,JP,broken clouds
564,Pogoanele,44.9167,27.0,57.15,79,72,14.65,RO,broken clouds
565,Janossomorja,47.7862,17.136,42.44,83,22,6.82,HU,few clouds
566,Surin,14.8818,103.4936,88.18,63,29,2.24,TH,scattered clouds
567,Bassano,50.7834,-112.4685,45.99,46,23,18.3,CA,few clouds
568,Longyan,25.1072,117.0225,80.06,70,67,3.0,CN,broken clouds
569,Biltine,14.5333,20.9167,77.97,26,1,10.78,TD,clear sky
570,Sioux Lookout,50.1001,-91.917,46.47,76,75,6.91,CA,broken clouds
571,Mamontovo,52.7055,81.6244,20.66,76,100,19.71,RU,overcast clouds
572,North Bend,43.4065,-124.2243,51.87,97,40,9.22,US,scattered clouds
573,Agadez,19.75,10.25,70.56,17,36,2.42,NE,scattered clouds
574,San Jose De Rio Tinto,14.9333,-85.7,69.08,95,100,3.96,HN,overcast clouds
575,Amga,60.8953,131.9608,8.51,83,100,7.83,RU,overcast clouds
576,Luanda,-8.8368,13.2343,75.2,88,20,4.61,AO,light rain
577,Noyabrsk,63.1994,75.4507,28.4,96,100,9.89,RU,overcast clouds
578,Salisbury,51.0693,-1.7957,50.43,90,75,5.75,GB,haze
579,Welkom,-27.9864,26.7066,66.81,35,48,1.97,ZA,scattered clouds
580,Bilma,18.6853,12.9164,76.3,16,85,6.15,NE,overcast clouds
581,Bongandanga,1.5,21.05,69.69,95,88,2.17,CD,overcast clouds
582,Nouakchott,18.0858,-15.9785,73.33,44,10,10.36,MR,clear sky
583,Taltal,-25.4,-70.4833,61.18,76,0,2.24,CL,clear sky
584,Vytegra,61.0064,36.4481,43.99,91,100,13.35,RU,overcast clouds
585,Balkanabat,39.5108,54.3671,42.44,22,100,6.73,TM,overcast clouds
586,Urumqi,43.801,87.6005,22.15,42,0,4.47,CN,clear sky
587,Sayat,38.7839,63.8803,19.27,23,6,2.35,TM,clear sky
588,Absam,47.3,11.5,35.91,85,75,1.99,AT,broken clouds
589,Whitehorse,60.7161,-135.0538,32.77,93,75,11.01,CA,broken clouds
590,Pilar,-9.5972,-35.9567,78.73,91,93,6.22,BR,overcast clouds
591,Conceicao Da Barra,-18.5933,-39.7322,71.82,87,92,5.66,BR,overcast clouds
592,Boone,39.0334,-92.3335,45.45,82,42,3.0,US,scattered clouds
593,Orumiyeh,37.5527,45.0761,47.75,66,75,11.5,IR,broken clouds
594,Francavilla Al Mare,42.4206,14.287,54.82,95,90,1.01,IT,overcast clouds
595,Nador,35.174,-2.9287,55.65,58,0,8.05,MA,clear sky
596,Barcelona,41.3888,2.159,52.86,60,0,5.99,ES,clear sky
597,Russell,32.3502,-85.1999,49.28,69,1,3.44,US,clear sky
598,Batticaloa,7.7102,81.6924,82.47,71,64,1.72,LK,broken clouds
599,Stornoway,58.2093,-6.3865,49.96,93,75,14.97,GB,broken clouds
600,Pindobacu,-10.7417,-40.3608,73.58,85,100,2.26,BR,overcast clouds
601,Hay River,60.8156,-115.7999,33.78,80,75,3.44,CA,broken clouds
602,Port Keats,-14.25,129.55,92.84,51,83,12.86,AU,broken clouds
603,Yalta,44.5,34.1667,54.63,71,48,1.25,UA,scattered clouds
604,Ambon,-3.6954,128.1814,87.94,70,40,6.91,ID,scattered clouds
605,Mezobereny,46.8167,21.0333,43.41,89,97,6.08,HU,overcast clouds
606,Hofn,64.2539,-15.2082,38.93,77,100,15.5,IS,overcast clouds
607,Nautla,20.2167,-96.7833,71.35,80,81,7.9,MX,broken clouds
608,Lima,-12.0432,-77.0282,64.9,79,0,8.05,PE,clear sky
609,Miyako,39.6367,141.9525,56.46,71,38,7.0,JP,scattered clouds
610,Tessalit,20.1986,1.0114,77.02,18,0,6.04,ML,clear sky
611,Dingle,10.9995,122.6711,86.97,69,85,9.1,PH,overcast clouds
612,Nova Olinda Do Norte,-3.8881,-59.0942,76.87,78,14,2.15,BR,few clouds
613,Nizhniy Kuranakh,58.8353,125.4869,10.99,88,100,13.53,RU,light snow
614,Longhua,23.6137,114.1919,88.74,52,27,2.15,CN,scattered clouds
615,Pamekasan,-7.1568,113.4746,87.1,66,99,9.31,ID,overcast clouds
616,Sao Felix Do Xingu,-6.6447,-51.995,71.83,92,31,1.5,BR,scattered clouds
617,Ust-Ishim,57.6935,71.1665,31.66,91,100,7.56,RU,overcast clouds
618,Kosino,58.4127,51.2782,39.13,92,100,17.96,RU,overcast clouds
619,Dmitriyevka,54.75,55.3333,31.55,43,100,19.55,RU,overcast clouds
620,Port Lincoln,-34.7333,135.8667,62.22,79,98,18.37,AU,overcast clouds
621,Manado,1.487,124.8455,83.17,74,40,8.05,ID,scattered clouds
622,Mount Gambier,-37.8333,140.7667,71.51,56,75,8.05,AU,broken clouds
623,Vilela,41.2251,-7.6034,41.09,84,3,3.69,PT,clear sky
624,Jimo,36.3897,120.4622,67.78,68,20,15.66,CN,few clouds
625,Rudsar,37.1376,50.288,55.45,75,100,1.03,IR,overcast clouds
626,Cacule,-14.5033,-42.2222,68.68,94,79,2.71,BR,broken clouds
627,Churapcha,62.0025,132.4325,6.6,87,100,8.59,RU,overcast clouds
628,Lazi,48.0667,24.2333,46.36,98,89,1.77,UA,overcast clouds
629,Namatanai,-3.6667,152.4333,85.8,66,72,10.96,PG,broken clouds
630,Chapais,49.7834,-74.8492,33.58,89,78,10.63,CA,broken clouds
631,Susanville,40.4163,-120.653,49.84,29,1,6.91,US,clear sky
632,Port Moresby,-9.4431,147.1797,90.82,58,40,11.5,PG,haze
633,Vestmannaeyjar,63.4427,-20.2734,40.84,84,100,31.18,IS,overcast clouds
634,Houma,29.5958,-90.7195,59.0,90,100,4.0,US,overcast clouds
635,Iki-Burul,45.8208,44.6472,37.74,77,11,14.32,RU,few clouds
636,Teguise,29.0605,-13.564,62.82,63,90,19.57,ES,overcast clouds
637,Koindu,8.4386,-10.3253,68.56,96,99,1.05,GN,overcast clouds
638,Saint-Francois,46.4154,3.9054,41.68,93,75,2.3,FR,mist
639,Cadillac,44.2519,-85.4012,44.35,75,75,4.61,US,broken clouds
640,Nakasongola,1.3089,32.4564,62.35,87,59,3.11,UG,broken clouds
641,Londoko,49.0333,131.9833,27.23,59,100,14.65,RU,overcast clouds
642,Linjiang,41.8069,126.9078,58.33,53,0,2.95,CN,clear sky
643,Derbent,42.0678,48.2899,46.81,69,4,14.23,RU,clear sky
644,Lovington,32.944,-103.3485,57.63,51,0,1.01,US,clear sky
645,Nizhniy Odes,63.6445,54.856,35.64,97,100,12.28,RU,overcast clouds
646,Flagstaff,35.1981,-111.6513,55.06,45,1,3.0,US,clear sky
647,Fuling,29.7022,107.3919,65.64,87,84,2.59,CN,broken clouds
648,Silver City,32.7701,-108.2803,58.62,34,40,5.01,US,scattered clouds
649,Kyrylivka,46.3759,35.3675,53.11,93,96,7.43,UA,overcast clouds
650,Luena,-11.7833,19.9167,62.22,84,99,2.71,AO,overcast clouds
651,Raudeberg,61.9875,5.1352,43.47,80,79,1.99,NO,broken clouds
652,Berlevag,70.8578,29.0864,36.3,98,100,27.18,NO,overcast clouds
653,Lerwick,60.1545,-1.1494,50.0,90,100,8.25,GB,overcast clouds
654,Lashio,22.9333,97.75,75.88,62,50,1.9,MM,scattered clouds
655,Wattegama,6.7989,81.4808,83.32,67,91,1.79,LK,overcast clouds
656,Alice Springs,-23.7,133.8833,94.55,26,75,5.75,AU,broken clouds
657,North Platte,41.1239,-100.7654,52.38,63,1,0.0,US,clear sky
658,Altus,34.6381,-99.334,49.51,79,1,6.91,US,clear sky
659,Whyalla,-33.0333,137.5833,67.89,83,90,13.8,AU,thunderstorm
660,Manggar,-2.8833,108.2667,86.05,65,91,4.23,ID,overcast clouds
661,Payyannur,12.1,75.2,81.57,77,97,5.55,IN,overcast clouds
662,Gerede,40.8008,32.1969,46.13,47,13,3.51,TR,few clouds
663,Akureyri,65.6835,-18.0878,31.93,80,20,4.61,IS,few clouds
664,Abha,18.2164,42.5053,53.42,32,0,3.44,SA,clear sky
665,Jiexiu,37.0244,111.9125,44.06,74,95,10.33,CN,overcast clouds
666,Togur,58.3631,82.8265,28.87,93,98,10.6,RU,overcast clouds
667,Stabat,3.761,98.4513,86.2,60,89,0.92,ID,overcast clouds
668,Stromness,58.965,-3.296,48.87,88,100,11.99,GB,overcast clouds
669,Ormara,25.2088,64.6357,78.57,62,37,2.15,PK,scattered clouds
670,Turkistan,43.0,68.0,34.2,21,0,10.25,KZ,clear sky
671,Port Pirie,-33.1833,138.0167,68.09,64,61,16.93,AU,broken clouds
672,Hatten,53.0167,8.35,46.62,93,100,4.0,DE,overcast clouds
673,Salym,60.0625,71.4789,33.1,98,100,8.61,RU,overcast clouds
674,Dongsheng,39.8161,109.9776,18.03,87,100,28.7,CN,light snow
675,Gunjur,13.2019,-16.7339,77.07,94,90,4.61,GM,overcast clouds
